Home_Team,Away_Team,Result,Link,Season,Round,League,Elo_home,Elo_away,Home_Yellow,Home_Red,Away_Yellow,Away_Red,Referee,Year
Bastia,Nîmes,1-1,https://www.besoccer.com/match/bastia/nimes-olympique/202215978,2022,1,ligue_2,39,56,2,0,2,0,,2022
Amiens SC,Auxerre,1-2,https://www.besoccer.com/match/amiens-sc/auxerre/202215977,2022,1,ligue_2,53,58,2,0,3,0,,2022
Caen,Rodez,4-0,https://www.besoccer.com/match/caen/rodez/202215979,2022,1,ligue_2,58,47,1,0,2,0,,2022
Dunkerque,Quevilly-Rouen,1-1,https://www.besoccer.com/match/dunkerque/quevilly/202215981,2022,1,ligue_2,51,46,3,0,1,0,,2022
Grenoble,Paris FC,0-4,https://www.besoccer.com/match/grenoble-foot-38/paris-sg/202215982,2022,1,ligue_2,53,54,2,0,0,0,,2022
Le Havre,Guingamp,0-0,https://www.besoccer.com/match/havre-ac/guingamp/202215983,2022,1,ligue_2,58,60,1,0,2,0,,2022
Pau FC,Nancy,2-1,https://www.besoccer.com/match/pau/nancy/202215984,2022,1,ligue_2,49,59,2,0,2,0,,2022
Toulouse,Ajaccio,2-2,https://www.besoccer.com/match/toulouse-fc/ajaccio/202215985,2022,1,ligue_2,62,55,1,1,5,1,,2022
Valenciennes,Niort,0-0,https://www.besoccer.com/match/valenciennes-afc/chamois-niortais/202215986,2022,1,ligue_2,57,51,2,0,3,0,,2022
Dijon FCO,Sochaux,1-3,https://www.besoccer.com/match/dijon-fco/sochaux/202215980,2022,1,ligue_2,58,58,2,0,2,0,,2022
Nîmes,Dijon FCO,2-1,https://www.besoccer.com/match/nimes-olympique/dijon-fco/202215991,2022,2,ligue_2,56,58,2,0,2,0,,2022
Ajaccio,Amiens SC,3-1,https://www.besoccer.com/match/ajaccio/amiens-sc/202215987,2022,2,ligue_2,55,53,2,0,4,0,,2022
Guingamp,Valenciennes,1-1,https://www.besoccer.com/match/guingamp/valenciennes-afc/202215989,2022,2,ligue_2,60,57,4,0,2,0,,2022
Nancy,Toulouse,0-4,https://www.besoccer.com/match/nancy/toulouse-fc/202215990,2022,2,ligue_2,59,62,0,0,2,0,,2022
Niort,Caen,0-1,https://www.besoccer.com/match/chamois-niortais/caen/202215992,2022,2,ligue_2,51,58,1,1,2,1,,2022
Paris FC,Dunkerque,2-1,https://www.besoccer.com/match/paris-sg/dunkerque/202215993,2022,2,ligue_2,54,51,0,0,1,0,,2022
Rodez,Pau FC,1-0,https://www.besoccer.com/match/rodez/pau/202215995,2022,2,ligue_2,47,49,1,1,2,1,,2022
Sochaux,Le Havre,0-2,https://www.besoccer.com/match/sochaux/havre-ac/202215996,2022,2,ligue_2,58,58,3,0,0,0,,2022
Auxerre,Grenoble,3-0,https://www.besoccer.com/match/auxerre/grenoble-foot-38/202215988,2022,2,ligue_2,58,53,0,0,1,0,,2022
Quevilly-Rouen,Bastia,1-2,https://www.besoccer.com/match/quevilly/bastia/202215994,2022,2,ligue_2,46,39,2,0,2,0,,2022
Caen,Sochaux,1-2,https://www.besoccer.com/match/caen/sochaux/202216000,2022,3,ligue_2,58,59,0,1,1,1,,2022
Amiens SC,Quevilly-Rouen,1-3,https://www.besoccer.com/match/amiens-sc/quevilly/202215997,2022,3,ligue_2,54,44,0,0,2,0,,2022
Auxerre,Ajaccio,0-0,https://www.besoccer.com/match/auxerre/ajaccio/202215998,2022,3,ligue_2,58,56,3,0,4,0,,2022
Dijon FCO,Rodez,1-1,https://www.besoccer.com/match/dijon-fco/rodez/202216001,2022,3,ligue_2,57,47,3,0,1,0,,2022
Dunkerque,Niort,1-2,https://www.besoccer.com/match/dunkerque/chamois-niortais/202216002,2022,3,ligue_2,51,51,1,0,0,0,,2022
Grenoble,Guingamp,0-0,https://www.besoccer.com/match/grenoble-foot-38/guingamp/202216003,2022,3,ligue_2,52,59,2,0,3,0,,2022
Le Havre,Paris FC,1-2,https://www.besoccer.com/match/havre-ac/paris-sg/202216004,2022,3,ligue_2,57,55,0,1,1,1,,2022
Pau FC,Toulouse,0-1,https://www.besoccer.com/match/pau/toulouse-fc/202216005,2022,3,ligue_2,50,61,1,0,1,0,,2022
Valenciennes,Nîmes,0-3,https://www.besoccer.com/match/valenciennes-afc/nimes-olympique/202216006,2022,3,ligue_2,57,56,2,0,2,0,,2022
Bastia,Nancy,1-1,https://www.besoccer.com/match/bastia/nancy/202215999,2022,3,ligue_2,39,59,2,0,1,0,,2022
