Home_Team,Away_Team,Result,Link,Season,Round,League,Elo_home,Elo_away,Home_Yellow,Home_Red,Away_Yellow,Away_Red,Referee,Year
SC Freamunde,Imortal DC,5-0,https://www.besoccer.com/match/sc-freamunde/imortal/20007793,2000,1,segunda_liga,52,52,0,0,0,0,,2000
SC Covilha ,Varzim,0-1,https://www.besoccer.com/match/sporting-covilha/varzim/20007794,2000,1,segunda_liga,52,56,0,0,0,0,,2000
FC Felgueiras,Penafiel,0-2,https://www.besoccer.com/match/fc-felgueiras/penafiel/20007795,2000,1,segunda_liga,57,57,0,0,0,0,,2000
Desportivo Aves,Beira Mar SC,1-0,https://www.besoccer.com/match/desportivo-aves/beira-mar/20007796,2000,1,segunda_liga,48,59,0,0,0,0,,2000
Espinho,Moreirense,3-0,https://www.besoccer.com/match/espinho/moreirense-fc/20007797,2000,1,segunda_liga,52,48,0,0,0,0,,2000
Leça FC,Chaves,2-2,https://www.besoccer.com/match/leca/chaves/20007798,2000,1,segunda_liga,55,56,0,0,0,0,,2000
Uniao Lamas,Paços de Ferreira,4-1,https://www.besoccer.com/match/uniao-lamas/pacos-ferreira/20007799,2000,1,segunda_liga,47,56,0,0,0,0,,2000
FC Maia,Esposende,1-0,https://www.besoccer.com/match/fc-maia/esposende/20007800,2000,1,segunda_liga,49,50,0,0,0,0,,2000
Naval,Académica,1-3,https://www.besoccer.com/match/naval/academica/20007801,2000,1,segunda_liga,49,58,0,0,0,0,,2000
Académica,SC Freamunde,2-2,https://www.besoccer.com/match/academica/sc-freamunde/20007792,2000,2,segunda_liga,58,53,0,0,0,0,,2000
Esposende,Naval,0-3,https://www.besoccer.com/match/esposende/naval/20007784,2000,2,segunda_liga,49,49,0,0,0,0,,2000
Imortal DC,SC Covilha ,0-1,https://www.besoccer.com/match/imortal/sporting-covilha/20007785,2000,2,segunda_liga,52,52,0,0,0,0,,2000
Varzim,FC Felgueiras,1-2,https://www.besoccer.com/match/varzim/fc-felgueiras/20007786,2000,2,segunda_liga,56,57,0,0,0,0,,2000
Penafiel,Desportivo Aves,0-0,https://www.besoccer.com/match/penafiel/desportivo-aves/20007787,2000,2,segunda_liga,57,49,0,0,0,0,,2000
Beira Mar SC,Espinho,2-0,https://www.besoccer.com/match/beira-mar/espinho/20007788,2000,2,segunda_liga,59,53,0,0,0,0,,2000
Moreirense,Leça FC,0-0,https://www.besoccer.com/match/moreirense-fc/leca/20007789,2000,2,segunda_liga,47,55,0,0,0,0,,2000
Chaves,Uniao Lamas,2-1,https://www.besoccer.com/match/chaves/uniao-lamas/20007790,2000,2,segunda_liga,56,47,0,0,0,0,,2000
Paços de Ferreira,FC Maia,3-2,https://www.besoccer.com/match/pacos-ferreira/fc-maia/20007791,2000,2,segunda_liga,56,49,0,0,0,0,,2000
Leça FC,Uniao Lamas,0-1,https://www.besoccer.com/match/leca/uniao-lamas/20007775,2000,3,segunda_liga,55,47,0,0,0,0,,2000
FC Maia,Chaves,3-0,https://www.besoccer.com/match/fc-maia/chaves/20007776,2000,3,segunda_liga,49,56,0,0,0,0,,2000
