Home_Team,Away_Team,Result,Link,Season,Round,League,Elo_home,Elo_away,Home_Yellow,Home_Red,Away_Yellow,Away_Red,Referee,Year
Beira Mar SC,SC Covilha ,0-1,https://www.besoccer.com/match/beira-mar/sporting-covilha/2010126355,2010,1,segunda_liga,57,47,2,1,3,1,,2010
Gil Vicente,Penafiel,3-1,https://www.besoccer.com/match/gil-vicente/penafiel/2010126356,2010,1,segunda_liga,59,55,1,0,2,0,,2010
SC Freamunde,Desportivo Aves,0-0,https://www.besoccer.com/match/sc-freamunde/desportivo-aves/2010126357,2010,1,segunda_liga,48,51,3,0,1,0,,2010
Estoril,Portimonense,1-3,https://www.besoccer.com/match/estoril/portimonense/2010126358,2010,1,segunda_liga,52,50,3,0,4,0,,2010
Chaves,Feirense,0-1,https://www.besoccer.com/match/chaves/feirense/2010126359,2010,1,segunda_liga,47,49,2,0,4,0,,2010
Trofense,Carregado,3-0,https://www.besoccer.com/match/trofense/carregado/2010126360,2010,1,segunda_liga,54,52,2,0,1,0,,2010
CD Santa Clara,Fatima,1-0,https://www.besoccer.com/match/santa-clara/fatima/2010126361,2010,1,segunda_liga,62,53,3,0,4,0,,2010
Varzim,UD Oliveirense,0-0,https://www.besoccer.com/match/varzim/ud-oliveirense/2010126362,2010,1,segunda_liga,52,48,3,0,3,0,,2010
Penafiel,CD Santa Clara,2-2,https://www.besoccer.com/match/penafiel/santa-clara/2010126363,2010,2,segunda_liga,54,62,2,0,1,0,,2010
Fatima,Trofense,2-1,https://www.besoccer.com/match/fatima/trofense/2010126364,2010,2,segunda_liga,53,54,1,0,5,0,,2010
SC Covilha ,SC Freamunde,2-3,https://www.besoccer.com/match/sporting-covilha/sc-freamunde/2010126365,2010,2,segunda_liga,48,48,1,0,3,0,,2010
Desportivo Aves,Chaves,2-2,https://www.besoccer.com/match/desportivo-aves/chaves/2010126366,2010,2,segunda_liga,51,47,2,0,2,0,,2010
Carregado,Gil Vicente,1-0,https://www.besoccer.com/match/carregado/gil-vicente/2010126367,2010,2,segunda_liga,52,59,2,0,2,0,,2010
UD Oliveirense,Estoril,0-0,https://www.besoccer.com/match/ud-oliveirense/estoril/2010126368,2010,2,segunda_liga,48,52,1,0,4,0,,2010
Portimonense,Beira Mar SC,2-1,https://www.besoccer.com/match/portimonense/beira-mar/2010126369,2010,2,segunda_liga,50,56,2,0,2,0,,2010
Feirense,Varzim,4-0,https://www.besoccer.com/match/feirense/varzim/2010126370,2010,2,segunda_liga,49,52,2,0,2,0,,2010
