Home_Team,Away_Team,Result,Link,Season,Round,League,Elo_home,Elo_away,Home_Yellow,Home_Red,Away_Yellow,Away_Red,Referee,Year
Trofense,Penafiel,2-2,https://www.besoccer.com/match/trofense/penafiel/201269416,2012,1,segunda_liga,54,53,4,0,3,0,,2012
Os Belenenses,Atlético CP,0-0,https://www.besoccer.com/match/belenenses/atletico-cp/201269417,2012,1,segunda_liga,60,52,1,0,4,0,,2012
Naval,Leixões,0-1,https://www.besoccer.com/match/naval/leixoes/201269418,2012,1,segunda_liga,59,56,2,0,4,0,,2012
Moreirense,Portimonense,2-0,https://www.besoccer.com/match/moreirense-fc/portimonense/201269419,2012,1,segunda_liga,54,51,2,0,3,0,,2012
União Madeira,Desportivo Aves,3-2,https://www.besoccer.com/match/uniao-madeira/desportivo-aves/201269420,2012,1,segunda_liga,52,51,2,0,4,0,,2012
UD Oliveirense,SC Freamunde,2-0,https://www.besoccer.com/match/ud-oliveirense/sc-freamunde/201269421,2012,1,segunda_liga,49,47,5,0,5,0,,2012
Estoril,SC Covilha ,0-0,https://www.besoccer.com/match/estoril/sporting-covilha/201269422,2012,1,segunda_liga,52,45,4,0,5,0,,2012
CD Santa Clara,Arouca,0-0,https://www.besoccer.com/match/santa-clara/arouca/201269423,2012,1,segunda_liga,49,52,3,0,6,0,,2012
Penafiel,Os Belenenses,2-2,https://www.besoccer.com/match/penafiel/belenenses/201269424,2012,2,segunda_liga,53,60,2,0,3,0,,2012
Portimonense,Naval,2-1,https://www.besoccer.com/match/portimonense/naval/201269425,2012,2,segunda_liga,51,58,3,0,2,0,,2012
Leixões,CD Santa Clara,1-2,https://www.besoccer.com/match/leixoes/santa-clara/201269426,2012,2,segunda_liga,56,49,2,1,6,1,,2012
Desportivo Aves,UD Oliveirense,1-0,https://www.besoccer.com/match/desportivo-aves/ud-oliveirense/201269427,2012,2,segunda_liga,51,50,4,0,6,0,,2012
Atlético CP,Estoril,1-0,https://www.besoccer.com/match/atletico-cp/estoril/201269428,2012,2,segunda_liga,52,52,3,0,2,0,,2012
SC Covilha ,União Madeira,0-2,https://www.besoccer.com/match/sporting-covilha/uniao-madeira/201269429,2012,2,segunda_liga,45,52,1,0,1,0,,2012
SC Freamunde,Trofense,3-1,https://www.besoccer.com/match/sc-freamunde/trofense/201269430,2012,2,segunda_liga,47,54,2,0,6,0,,2012
Arouca,Moreirense,3-1,https://www.besoccer.com/match/arouca/moreirense-fc/201269431,2012,2,segunda_liga,52,54,3,0,4,0,,2012
Estoril,Portimonense,1-0,https://www.besoccer.com/match/estoril/portimonense/201269432,2012,3,segunda_liga,52,51,4,0,2,0,,2012
Trofense,UD Oliveirense,0-0,https://www.besoccer.com/match/trofense/ud-oliveirense/201269433,2012,3,segunda_liga,54,49,3,0,3,0,,2012
Moreirense,SC Freamunde,0-0,https://www.besoccer.com/match/moreirense-fc/sc-freamunde/201269434,2012,3,segunda_liga,54,47,2,0,2,0,,2012
Os Belenenses,Desportivo Aves,0-0,https://www.besoccer.com/match/belenenses/desportivo-aves/201269435,2012,3,segunda_liga,60,51,5,0,3,0,,2012
União Madeira,Penafiel,2-3,https://www.besoccer.com/match/uniao-madeira/penafiel/201269436,2012,3,segunda_liga,53,53,3,0,4,0,,2012
Naval,SC Covilha ,2-1,https://www.besoccer.com/match/naval/sporting-covilha/201269437,2012,3,segunda_liga,58,45,4,1,3,1,,2012
Arouca,Leixões,1-1,https://www.besoccer.com/match/arouca/leixoes/201269438,2012,3,segunda_liga,52,56,4,0,2,0,,2012
CD Santa Clara,Atlético CP,1-2,https://www.besoccer.com/match/santa-clara/atletico-cp/201269439,2012,3,segunda_liga,49,52,2,0,3,0,,2012
Portimonense,Os Belenenses,2-3,https://www.besoccer.com/match/portimonense/belenenses/201269440,2012,4,segunda_liga,51,60,2,0,4,0,,2012
