Home_Team,Away_Team,Result,Link,Season,Round,League,Elo_home,Elo_away,Home_Yellow,Home_Red,Away_Yellow,Away_Red,Referee,Year
Olhanense,Leixões,2-0,https://www.besoccer.com/match/sc-olhanense/leixoes/201539249,2015,1,segunda_liga,56,58,1,0,4,0,,2015
Desportivo Aves,Marítimo II,2-1,https://www.besoccer.com/match/desportivo-aves/maritimo-ii/20154406,2015,1,segunda_liga,59,44,3,1,5,1,,2015
Chaves,Academico Viseu,1-1,https://www.besoccer.com/match/chaves/academico-viseu/20154407,2015,1,segunda_liga,54,41,4,0,3,0,,2015
Tondela,Sporting Braga II,1-0,https://www.besoccer.com/match/tondela/sporting-braga-ii/20154408,2015,1,segunda_liga,49,52,2,0,2,0,,2015
SC Freamunde,Atlético CP,1-0,https://www.besoccer.com/match/sc-freamunde/atletico-cp/20154410,2015,1,segunda_liga,50,52,3,0,3,0,,2015
Vitória Guimarães B,Feirense,3-0,https://www.besoccer.com/match/vitoria-guimar/feirense/20154411,2015,1,segunda_liga,51,54,2,0,6,0,,2015
CD Santa Clara,Oriental Lisboa,1-1,https://www.besoccer.com/match/santa-clara/oriental-lisboa/20154412,2015,1,segunda_liga,53,46,1,1,5,1,,2015
Portimonense,SC Covilha ,1-1,https://www.besoccer.com/match/portimonense/sporting-covilha/20154414,2015,1,segunda_liga,56,49,1,0,0,0,,2015
Benfica II,Trofense,3-2,https://www.besoccer.com/match/benfica-ii/trofense/201539248,2015,1,segunda_liga,56,53,1,0,3,0,,2015
Porto II,UD Oliveirense,1-3,https://www.besoccer.com/match/porto-ii/ud-oliveirense/20154415,2015,1,segunda_liga,56,53,1,0,3,0,,2015
Farense,Sporting CP II,1-0,https://www.besoccer.com/match/farense/sporting-cp-ii/20154413,2015,1,segunda_liga,42,56,3,0,2,0,,2015
Beira Mar SC,União Madeira,1-2,https://www.besoccer.com/match/beira-mar/uniao-madeira/20154409,2015,1,segunda_liga,58,55,3,0,4,0,,2015
SC Covilha ,Porto II,2-1,https://www.besoccer.com/match/sporting-covilha/porto-ii/20154600,2015,2,segunda_liga,49,55,2,0,4,0,,2015
Sporting Braga II,Desportivo Aves,2-0,https://www.besoccer.com/match/sporting-braga-ii/desportivo-aves/20154601,2015,2,segunda_liga,52,59,1,0,1,0,,2015
Feirense,Olhanense,2-2,https://www.besoccer.com/match/feirense/sc-olhanense/20154604,2015,2,segunda_liga,54,56,2,0,4,0,,2015
Oriental Lisboa,Beira Mar SC,1-0,https://www.besoccer.com/match/oriental-lisboa/beira-mar/20154598,2015,2,segunda_liga,47,58,1,0,2,0,,2015
União Madeira,Farense,3-0,https://www.besoccer.com/match/uniao-madeira/farense/20154602,2015,2,segunda_liga,55,42,2,0,3,0,,2015
Leixões,Benfica II,2-1,https://www.besoccer.com/match/leixoes/benfica-ii/20154605,2015,2,segunda_liga,58,56,2,0,3,0,,2015
Atlético CP,Chaves,2-2,https://www.besoccer.com/match/atletico-cp/chaves/20154596,2015,2,segunda_liga,52,54,2,0,0,0,,2015
Marítimo II,Portimonense,1-0,https://www.besoccer.com/match/maritimo-ii/portimonense/20154597,2015,2,segunda_liga,44,56,4,0,1,0,,2015
UD Oliveirense,Vitória Guimarães B,1-0,https://www.besoccer.com/match/ud-oliveirense/vitoria-guimar/20154599,2015,2,segunda_liga,53,51,2,0,2,0,,2015
Sporting CP II,CD Santa Clara,3-1,https://www.besoccer.com/match/sporting-cp-ii/santa-clara/20154603,2015,2,segunda_liga,56,53,2,0,4,0,,2015
Academico Viseu,SC Freamunde,1-2,https://www.besoccer.com/match/academico-viseu/sc-freamunde/20154606,2015,2,segunda_liga,42,50,3,1,4,1,,2015
Trofense,Tondela,2-2,https://www.besoccer.com/match/trofense/tondela/20154607,2015,2,segunda_liga,53,49,2,0,1,0,,2015
Porto II,União Madeira,1-1,https://www.besoccer.com/match/porto-ii/uniao-madeira/201539258,2015,3,segunda_liga,55,55,2,0,3,0,,2015
Tondela,Atlético CP,1-1,https://www.besoccer.com/match/tondela/atletico-cp/201539255,2015,3,segunda_liga,49,52,1,0,3,0,,2015
Benfica II,Academico Viseu,4-0,https://www.besoccer.com/match/benfica-ii/academico-viseu/201539259,2015,3,segunda_liga,56,41,4,0,2,0,,2015
Farense,CD Santa Clara,0-1,https://www.besoccer.com/match/farense/santa-clara/201539257,2015,3,segunda_liga,42,53,1,1,2,1,,2015
Olhanense,Sporting CP II,0-1,https://www.besoccer.com/match/sc-olhanense/sporting-cp-ii/201539251,2015,3,segunda_liga,56,56,4,0,3,0,,2015
Desportivo Aves,Feirense,2-1,https://www.besoccer.com/match/desportivo-aves/feirense/201539252,2015,3,segunda_liga,59,54,2,0,3,0,,2015
SC Freamunde,Marítimo II,0-1,https://www.besoccer.com/match/sc-freamunde/maritimo-ii/201539253,2015,3,segunda_liga,50,44,3,0,4,0,,2015
Trofense,UD Oliveirense,0-1,https://www.besoccer.com/match/trofense/ud-oliveirense/201539254,2015,3,segunda_liga,53,53,3,0,6,0,,2015
Chaves,Sporting Braga II,2-1,https://www.besoccer.com/match/chaves/sporting-braga-ii/201539256,2015,3,segunda_liga,54,52,3,0,4,0,,2015
Portimonense,Oriental Lisboa,0-0,https://www.besoccer.com/match/portimonense/oriental-lisboa/201539261,2015,3,segunda_liga,56,47,1,0,1,0,,2015
Vitória Guimarães B,Leixões,3-3,https://www.besoccer.com/match/vitoria-guimar/leixoes/201539250,2015,3,segunda_liga,51,58,2,1,7,1,,2015
Beira Mar SC,SC Covilha ,1-1,https://www.besoccer.com/match/beira-mar/sporting-covilha/201539260,2015,3,segunda_liga,58,49,3,0,3,0,,2015
SC Covilha ,Olhanense,3-3,https://www.besoccer.com/match/sporting-covilha/sc-olhanense/201539267,2015,4,segunda_liga,49,56,2,0,3,0,,2015
