Home_Team,Away_Team,Result,Link,Season,Round,League,Elo_home,Elo_away,Home_Yellow,Home_Red,Away_Yellow,Away_Red,Referee,Year
Nacional,Chaves,3-0,https://www.besoccer.com/match/nacional/chaves/202051618,2020,1,segunda_liga,55,58,3,0,3,0,,2020
Varzim,UD Oliveirense,0-0,https://www.besoccer.com/match/varzim/ud-oliveirense/202051620,2020,1,segunda_liga,53,46,1,0,4,0,,2020
Farense,Casa Pia,3-1,https://www.besoccer.com/match/farense/casa-pia/202051617,2020,1,segunda_liga,52,45,1,0,1,0,,2020
Mafra,Cova Piedade,3-2,https://www.besoccer.com/match/mafra/cova-piedade/202051621,2020,1,segunda_liga,46,49,4,1,3,1,,2020
Académica,Leixões,3-2,https://www.besoccer.com/match/academica/leixoes/202051614,2020,1,segunda_liga,56,54,2,0,5,0,,2020
Feirense,Vilafranquense,2-0,https://www.besoccer.com/match/feirense/vilafranquense/202051613,2020,1,segunda_liga,54,45,2,0,1,0,,2020
SC Covilha ,Porto II,2-0,https://www.besoccer.com/match/sporting-covilha/porto-ii/202051615,2020,1,segunda_liga,53,52,2,0,1,0,,2020
Penafiel,Academico Viseu,0-2,https://www.besoccer.com/match/penafiel/academico-viseu/202051616,2020,1,segunda_liga,56,52,3,0,6,0,,2020
Benfica II,Estoril,2-1,https://www.besoccer.com/match/benfica-ii/estoril/202051619,2020,1,segunda_liga,52,61,2,1,1,1,,2020
Academico Viseu,Académica,0-0,https://www.besoccer.com/match/academico-viseu/academica/2020116665,2020,2,segunda_liga,53,56,1,0,2,0,,2020
UD Oliveirense,SC Covilha ,0-2,https://www.besoccer.com/match/ud-oliveirense/sporting-covilha/2020116666,2020,2,segunda_liga,47,54,3,0,1,0,,2020
Chaves,Mafra,2-1,https://www.besoccer.com/match/chaves/mafra/2020116659,2020,2,segunda_liga,58,46,3,0,0,0,,2020
Casa Pia,Penafiel,1-2,https://www.besoccer.com/match/casa-pia/penafiel/2020116667,2020,2,segunda_liga,45,56,3,0,3,0,,2020
Estoril,Farense,1-2,https://www.besoccer.com/match/estoril/farense/2020116660,2020,2,segunda_liga,60,52,4,0,6,0,,2020
Porto II,Varzim,1-1,https://www.besoccer.com/match/porto-ii/varzim/2020116661,2020,2,segunda_liga,51,54,2,1,4,1,,2020
Leixões,Nacional,1-1,https://www.besoccer.com/match/leixoes/nacional/2020116662,2020,2,segunda_liga,55,55,6,0,7,0,,2020
Cova Piedade,Feirense,2-1,https://www.besoccer.com/match/cova-piedade/feirense/2020116663,2020,2,segunda_liga,49,53,3,0,2,0,,2020
Vilafranquense,Benfica II,4-0,https://www.besoccer.com/match/vilafranquense/benfica-ii/2020116664,2020,2,segunda_liga,46,52,1,0,2,0,,2020
Benfica II,UD Oliveirense,2-1,https://www.besoccer.com/match/benfica-ii/ud-oliveirense/2020116670,2020,3,segunda_liga,52,46,2,0,1,0,,2020
Académica,Chaves,1-2,https://www.besoccer.com/match/academica/chaves/2020116673,2020,3,segunda_liga,56,59,2,0,3,0,,2020
Feirense,Academico Viseu,0-0,https://www.besoccer.com/match/feirense/academico-viseu/2020116669,2020,3,segunda_liga,53,52,2,0,4,0,,2020
SC Covilha ,Vilafranquense,1-0,https://www.besoccer.com/match/sporting-covilha/vilafranquense/2020116671,2020,3,segunda_liga,54,46,2,0,0,0,,2020
Penafiel,Cova Piedade,3-0,https://www.besoccer.com/match/penafiel/cova-piedade/2020116672,2020,3,segunda_liga,56,49,4,0,3,0,,2020
Farense,Porto II,1-3,https://www.besoccer.com/match/farense/porto-ii/2020116676,2020,3,segunda_liga,52,51,5,0,3,0,,2020
Nacional,Mafra,0-0,https://www.besoccer.com/match/nacional/mafra/2020116668,2020,3,segunda_liga,54,46,5,0,2,0,,2020
Casa Pia,Estoril,0-1,https://www.besoccer.com/match/casa-pia/estoril/2020116674,2020,3,segunda_liga,45,60,0,0,3,0,,2020
Varzim,Leixões,0-1,https://www.besoccer.com/match/varzim/leixoes/2020116675,2020,3,segunda_liga,54,55,5,0,3,0,,2020
Leixões,Feirense,2-2,https://www.besoccer.com/match/leixoes/feirense/2020116681,2020,4,segunda_liga,54,53,2,0,3,0,,2020
Porto II,Casa Pia,0-0,https://www.besoccer.com/match/porto-ii/casa-pia/2020116679,2020,4,segunda_liga,52,45,2,0,3,0,,2020
Vilafranquense,Nacional,1-2,https://www.besoccer.com/match/vilafranquense/nacional/2020116680,2020,4,segunda_liga,46,54,3,1,4,1,,2020
Cova Piedade,Benfica II,2-0,https://www.besoccer.com/match/cova-piedade/benfica-ii/2020116682,2020,4,segunda_liga,49,53,3,0,1,0,,2020
Estoril,Varzim,3-1,https://www.besoccer.com/match/estoril/varzim/2020116678,2020,4,segunda_liga,60,54,3,0,4,0,,2020
Mafra,Académica,1-0,https://www.besoccer.com/match/mafra/academica/2020116683,2020,4,segunda_liga,46,56,2,0,3,0,,2020
UD Oliveirense,Farense,0-1,https://www.besoccer.com/match/ud-oliveirense/farense/2020116685,2020,4,segunda_liga,47,52,5,0,4,0,,2020
Chaves,Penafiel,2-1,https://www.besoccer.com/match/chaves/penafiel/2020116677,2020,4,segunda_liga,58,56,2,0,1,0,,2020
Academico Viseu,SC Covilha ,1-3,https://www.besoccer.com/match/academico-viseu/sporting-covilha/2020116684,2020,4,segunda_liga,52,54,2,0,3,0,,2020
Benfica II,Academico Viseu,0-0,https://www.besoccer.com/match/benfica-ii/academico-viseu/2020116687,2020,5,segunda_liga,53,52,1,0,4,0,,2020
Estoril,Porto II,2-1,https://www.besoccer.com/match/estoril/porto-ii/2020116686,2020,5,segunda_liga,60,52,1,0,1,0,,2020
Varzim,Cova Piedade,2-1,https://www.besoccer.com/match/varzim/cova-piedade/2020116694,2020,5,segunda_liga,53,49,2,0,2,0,,2020
Feirense,Chaves,1-0,https://www.besoccer.com/match/feirense/chaves/2020116690,2020,5,segunda_liga,53,58,3,0,1,0,,2020
Farense,Vilafranquense,3-0,https://www.besoccer.com/match/farense/vilafranquense/2020116691,2020,5,segunda_liga,52,46,1,0,1,0,,2020
Académica,Nacional,1-2,https://www.besoccer.com/match/academica/nacional/2020116692,2020,5,segunda_liga,56,54,5,1,4,1,,2020
SC Covilha ,Leixões,2-3,https://www.besoccer.com/match/sporting-covilha/leixoes/2020116688,2020,5,segunda_liga,54,54,4,1,3,1,,2020
Penafiel,Mafra,2-1,https://www.besoccer.com/match/penafiel/mafra/2020116689,2020,5,segunda_liga,56,46,2,0,2,0,,2020
Casa Pia,UD Oliveirense,1-3,https://www.besoccer.com/match/casa-pia/ud-oliveirense/2020116693,2020,5,segunda_liga,47,47,4,0,3,0,,2020
UD Oliveirense,Porto II,0-0,https://www.besoccer.com/match/ud-oliveirense/porto-ii/2020116702,2020,6,segunda_liga,46,52,7,1,0,1,,2020
Chaves,SC Covilha ,2-3,https://www.besoccer.com/match/chaves/sporting-covilha/2020116695,2020,6,segunda_liga,58,54,4,0,3,0,,2020
Nacional,Penafiel,2-1,https://www.besoccer.com/match/nacional/penafiel/2020116696,2020,6,segunda_liga,54,56,3,0,4,0,,2020
Academico Viseu,Farense,1-0,https://www.besoccer.com/match/academico-viseu/farense/2020120790,2020,6,segunda_liga,52,52,3,0,2,0,,2020
Leixões,Benfica II,1-0,https://www.besoccer.com/match/leixoes/benfica-ii/2020116701,2020,6,segunda_liga,54,52,1,0,3,0,,2020
Cova Piedade,Casa Pia,0-1,https://www.besoccer.com/match/cova-piedade/casa-pia/2020116697,2020,6,segunda_liga,49,46,2,1,2,1,,2020
Mafra,Varzim,1-1,https://www.besoccer.com/match/mafra/varzim/2020116698,2020,6,segunda_liga,46,53,0,0,2,0,,2020
Vilafranquense,Estoril,1-4,https://www.besoccer.com/match/vilafranquense/estoril/2020116700,2020,6,segunda_liga,46,60,2,0,1,0,,2020
Académica,Feirense,1-1,https://www.besoccer.com/match/academica/feirense/2020120786,2020,6,segunda_liga,56,52,3,0,4,0,,2020
Penafiel,Académica,0-0,https://www.besoccer.com/match/penafiel/academica/2020116710,2020,7,segunda_liga,57,56,2,0,2,0,,2020
