Home_Team,Away_Team,Result,Link,Season,Round,League,Elo_home,Elo_away,Home_Yellow,Home_Red,Away_Yellow,Away_Red,Referee,Year
Sunderland,Derby County,1-1,https://www.besoccer.com/match/sunderland-afc/derby-county-fc/2018418285,2018,1,championship,63,60,1,0,0,0,,2018
Nottingham Forest,Millwall,1-0,https://www.besoccer.com/match/nottingham-forest-fc/millwall-fc/2018418290,2018,1,championship,55,52,0,0,1,0,,2018
Bristol City,Barnsley,3-1,https://www.besoccer.com/match/bristol-city-fc/barnsley-fc/2018418286,2018,1,championship,53,49,1,0,2,0,,2018
Burton Albion,Cardiff City,0-1,https://www.besoccer.com/match/burton-albion/cardiff-city-fc/2018418287,2018,1,championship,44,57,1,0,0,0,,2018
Fulham,Norwich City,1-1,https://www.besoccer.com/match/fulham/norwich-city-fc/2018418288,2018,1,championship,62,63,3,0,2,0,,2018
Ipswich Town,Birmingham City,1-0,https://www.besoccer.com/match/ipswich-town-fc/birmingham-city-fc/2018418289,2018,1,championship,55,56,1,0,1,0,,2018
Preston North End,Sheffield Wednesday,1-0,https://www.besoccer.com/match/preston-north-end/sheffield-wednesday-fc/2018418291,2018,1,championship,57,59,2,0,3,0,,2018
Queens Park Rangers,Reading,2-0,https://www.besoccer.com/match/queens-park-rangers-fc/reading-fc/2018418292,2018,1,championship,56,60,1,0,2,0,,2018
Sheffield United,Brentford,1-0,https://www.besoccer.com/match/sheffield-united/brentford/2018418293,2018,1,championship,55,53,0,0,0,0,,2018
Wolves,Middlesbrough,1-0,https://www.besoccer.com/match/wolverhampton/middlesbrough-fc/2018418294,2018,1,championship,57,62,1,0,2,0,,2018
Aston Villa,Hull City,1-1,https://www.besoccer.com/match/aston-villa-fc/hull-city/2018418295,2018,1,championship,61,62,2,0,0,0,,2018
Bolton Wanderers,Leeds United,2-3,https://www.besoccer.com/match/bolton-wanderers-fc/leeds-united-afc/2018418296,2018,1,championship,55,58,1,0,0,0,,2018
Barnsley,Ipswich Town,1-2,https://www.besoccer.com/match/barnsley-fc/ipswich-town-fc/2018418297,2018,2,championship,49,55,1,0,2,0,,2018
