Home_Team,Away_Team,Result,Link,Season,Round,League,Elo_home,Elo_away,Home_Yellow,Home_Red,Away_Yellow,Away_Red,Referee,Year
FC Volendam,Den Bosch,1-2,https://www.besoccer.com/match/fc-volendam/fc-den-bosch/20198445,2019,1,eerste_divisie,54,51,2,0,2,0,,2019
Dordrecht,Helmond Sport,0-0,https://www.besoccer.com/match/fc-dordrecht/helmond-sport/20198446,2019,1,eerste_divisie,52,49,1,0,2,0,,2019
RKC Waalwijk,SC Telstar,1-0,https://www.besoccer.com/match/rkc-waalwijk/stormvogels-telstar/20198447,2019,1,eerste_divisie,50,48,2,0,4,0,,2019
MVV Maastricht,TOP Oss,0-2,https://www.besoccer.com/match/mvv/fc-oss/20198448,2019,1,eerste_divisie,52,45,3,0,1,0,,2019
Go Ahead Eagles,Jong Utrecht,5-0,https://www.besoccer.com/match/go-ahead-eagles/jong-utrecht/20198449,2019,1,eerste_divisie,49,46,0,0,0,0,,2019
NEC Nijmegen,Cambuur,2-2,https://www.besoccer.com/match/nec/sc-cambuur-leeuwarden/20198450,2019,1,eerste_divisie,61,59,1,0,2,0,,2019
Roda JC,Jong Ajax,2-1,https://www.besoccer.com/match/roda-jc/jong-ajax/20198451,2019,1,eerste_divisie,58,55,2,0,1,0,,2019
Twente 1965,Sparta Rotterdam,2-1,https://www.besoccer.com/match/fc-twente-1965/sparta-rotterdam/20198452,2019,1,eerste_divisie,64,57,1,0,4,0,,2019
Jong PSV,FC Eindhoven,2-1,https://www.besoccer.com/match/jong-psv/fc-eindhoven/20198453,2019,1,eerste_divisie,53,50,0,0,2,0,,2019
Jong AZ,Almere City,2-3,https://www.besoccer.com/match/az-alkmaar-sub23/almere-city/20198454,2019,1,eerste_divisie,43,48,3,0,5,0,,2019
Cambuur,Jong AZ,2-1,https://www.besoccer.com/match/sc-cambuur-leeuwarden/az-alkmaar-sub23/20198455,2019,2,eerste_divisie,58,44,3,0,1,0,,2019
Sparta Rotterdam,FC Volendam,2-0,https://www.besoccer.com/match/sparta-rotterdam/fc-volendam/20198456,2019,2,eerste_divisie,58,52,0,0,1,0,,2019
Den Bosch,RKC Waalwijk,2-3,https://www.besoccer.com/match/fc-den-bosch/rkc-waalwijk/20198457,2019,2,eerste_divisie,51,50,3,0,3,0,,2019
TOP Oss,Jong PSV,4-1,https://www.besoccer.com/match/fc-oss/jong-psv/20198458,2019,2,eerste_divisie,47,53,3,0,1,0,,2019
Almere City,Roda JC,1-2,https://www.besoccer.com/match/almere-city/roda-jc/20198459,2019,2,eerste_divisie,48,58,3,0,2,0,,2019
SC Telstar,MVV Maastricht,0-1,https://www.besoccer.com/match/stormvogels-telstar/mvv/20198460,2019,2,eerste_divisie,48,52,1,1,2,1,,2019
Jong Ajax,Dordrecht,5-2,https://www.besoccer.com/match/jong-ajax/fc-dordrecht/20198461,2019,2,eerste_divisie,55,52,3,0,3,0,,2019
FC Eindhoven,Go Ahead Eagles,1-2,https://www.besoccer.com/match/fc-eindhoven/go-ahead-eagles/20198462,2019,2,eerste_divisie,48,50,2,1,3,1,,2019
Helmond Sport,Twente 1965,2-2,https://www.besoccer.com/match/helmond-sport/fc-twente-1965/20198463,2019,2,eerste_divisie,49,63,1,0,3,0,,2019
Jong Utrecht,NEC Nijmegen,1-2,https://www.besoccer.com/match/jong-utrecht/nec/20198464,2019,2,eerste_divisie,46,62,4,0,1,0,,2019
RKC Waalwijk,Sparta Rotterdam,0-1,https://www.besoccer.com/match/rkc-waalwijk/sparta-rotterdam/20198465,2019,3,eerste_divisie,50,58,1,0,1,0,,2019
MVV Maastricht,Go Ahead Eagles,1-2,https://www.besoccer.com/match/mvv/go-ahead-eagles/20198466,2019,3,eerste_divisie,52,50,3,1,3,1,,2019
Den Bosch,Jong Ajax,1-1,https://www.besoccer.com/match/fc-den-bosch/jong-ajax/20198467,2019,3,eerste_divisie,52,55,5,1,4,1,,2019
NEC Nijmegen,Dordrecht,1-0,https://www.besoccer.com/match/nec/fc-dordrecht/20198468,2019,3,eerste_divisie,61,53,0,0,1,0,,2019
TOP Oss,Cambuur,1-3,https://www.besoccer.com/match/fc-oss/sc-cambuur-leeuwarden/20198469,2019,3,eerste_divisie,47,58,1,0,1,0,,2019
Twente 1965,Roda JC,3-1,https://www.besoccer.com/match/fc-twente-1965/roda-jc/20198470,2019,3,eerste_divisie,62,57,3,0,4,0,,2019
FC Volendam,Jong AZ,1-1,https://www.besoccer.com/match/fc-volendam/az-alkmaar-sub23/20198471,2019,3,eerste_divisie,51,44,3,0,2,0,,2019
SC Telstar,Jong Utrecht,2-0,https://www.besoccer.com/match/stormvogels-telstar/jong-utrecht/20198472,2019,3,eerste_divisie,48,46,1,0,1,0,,2019
FC Eindhoven,Almere City,0-2,https://www.besoccer.com/match/fc-eindhoven/almere-city/20198473,2019,3,eerste_divisie,48,48,4,1,1,1,,2019
Jong PSV,Helmond Sport,1-1,https://www.besoccer.com/match/jong-psv/helmond-sport/20198474,2019,3,eerste_divisie,53,49,1,0,3,0,,2019
Cambuur,RKC Waalwijk,2-0,https://www.besoccer.com/match/sc-cambuur-leeuwarden/rkc-waalwijk/20198475,2019,4,eerste_divisie,59,49,0,0,2,0,,2019
Sparta Rotterdam,FC Eindhoven,2-0,https://www.besoccer.com/match/sparta-rotterdam/fc-eindhoven/20198476,2019,4,eerste_divisie,57,48,1,0,4,0,,2019
Dordrecht,SC Telstar,1-4,https://www.besoccer.com/match/fc-dordrecht/stormvogels-telstar/20198477,2019,4,eerste_divisie,52,48,0,0,1,0,,2019
Go Ahead Eagles,FC Volendam,3-0,https://www.besoccer.com/match/go-ahead-eagles/fc-volendam/20198478,2019,4,eerste_divisie,50,51,1,0,2,0,,2019
Almere City,MVV Maastricht,2-2,https://www.besoccer.com/match/almere-city/mvv/20198480,2019,4,eerste_divisie,48,52,0,0,2,0,,2019
Jong Utrecht,Jong PSV,3-2,https://www.besoccer.com/match/jong-utrecht/jong-psv/20198481,2019,4,eerste_divisie,46,53,0,0,2,0,,2019
Helmond Sport,Den Bosch,0-2,https://www.besoccer.com/match/helmond-sport/fc-den-bosch/20198483,2019,4,eerste_divisie,50,51,0,0,1,0,,2019
Twente 1965,TOP Oss,1-2,https://www.besoccer.com/match/fc-twente-1965/fc-oss/20198482,2019,4,eerste_divisie,62,46,2,0,2,0,,2019
Roda JC,NEC Nijmegen,2-3,https://www.besoccer.com/match/roda-jc/nec/20198479,2019,4,eerste_divisie,58,61,2,0,0,0,,2019
Jong AZ,Jong Ajax,0-1,https://www.besoccer.com/match/az-alkmaar-sub23/jong-ajax/20198484,2019,4,eerste_divisie,44,55,2,1,1,1,,2019
Cambuur,SC Telstar,2-0,https://www.besoccer.com/match/sc-cambuur-leeuwarden/stormvogels-telstar/20198485,2019,5,eerste_divisie,59,48,2,0,4,0,,2019
FC Volendam,TOP Oss,0-0,https://www.besoccer.com/match/fc-volendam/fc-oss/20198486,2019,5,eerste_divisie,51,47,1,0,0,0,,2019
Dordrecht,Twente 1965,0-2,https://www.besoccer.com/match/fc-dordrecht/fc-twente-1965/20198487,2019,5,eerste_divisie,52,62,3,0,3,0,,2019
RKC Waalwijk,Roda JC,0-1,https://www.besoccer.com/match/rkc-waalwijk/roda-jc/20198488,2019,5,eerste_divisie,50,57,1,0,1,0,,2019
