Home_Team,Away_Team,Result,Link,Season,Round,League,Elo_home,Elo_away,Home_Yellow,Home_Red,Away_Yellow,Away_Red,Referee,Year
MVV Maastricht,Den Bosch,1-4,https://www.besoccer.com/match/mvv/fc-den-bosch/200124121,2001,1,eerste_divisie,59,59,0,0,0,0,,2001
ADO Den Haag,TOP Oss,3-2,https://www.besoccer.com/match/ado-den-haag/fc-oss/200124122,2001,1,eerste_divisie,56,47,0,0,3,0,,2001
Helmond Sport,Dordrecht,1-1,https://www.besoccer.com/match/helmond-sport/fc-dordrecht/200124123,2001,1,eerste_divisie,50,52,2,0,0,0,,2001
BV Veendam ,Go Ahead Eagles,2-5,https://www.besoccer.com/match/veendam/go-ahead-eagles/200124124,2001,1,eerste_divisie,49,52,0,0,2,0,,2001
SC Telstar,Excelsior,3-1,https://www.besoccer.com/match/stormvogels-telstar/excelsior/200124125,2001,1,eerste_divisie,46,50,1,0,2,0,,2001
VVV Venlo,FC Volendam,1-2,https://www.besoccer.com/match/vvv/fc-volendam/200124126,2001,1,eerste_divisie,53,53,2,0,2,0,,2001
Heracles,HFC Haarlem ,2-0,https://www.besoccer.com/match/heracles/haarlem/200124127,2001,1,eerste_divisie,48,45,2,0,3,0,,2001
PEC Zwolle,Emmen,3-0,https://www.besoccer.com/match/fc-zwolle/emmen/200124128,2001,1,eerste_divisie,57,55,1,0,1,0,,2001
FC Eindhoven,Cambuur,0-2,https://www.besoccer.com/match/fc-eindhoven/sc-cambuur-leeuwarden/200124129,2001,1,eerste_divisie,50,59,1,0,2,0,,2001
Dordrecht,Heracles,2-2,https://www.besoccer.com/match/fc-dordrecht/heracles/200124130,2001,2,eerste_divisie,52,48,3,0,1,0,,2001
Excelsior,MVV Maastricht,5-1,https://www.besoccer.com/match/excelsior/mvv/200124131,2001,2,eerste_divisie,50,59,0,0,2,0,,2001
Emmen,BV Veendam ,4-0,https://www.besoccer.com/match/emmen/veendam/200124132,2001,2,eerste_divisie,55,49,0,0,1,0,,2001
HFC Haarlem ,FC Eindhoven,1-1,https://www.besoccer.com/match/haarlem/fc-eindhoven/200124133,2001,2,eerste_divisie,44,50,2,0,0,0,,2001
Go Ahead Eagles,VVV Venlo,2-1,https://www.besoccer.com/match/go-ahead-eagles/vvv/200124134,2001,2,eerste_divisie,52,53,0,0,1,0,,2001
Cambuur,PEC Zwolle,1-1,https://www.besoccer.com/match/sc-cambuur-leeuwarden/fc-zwolle/200124135,2001,2,eerste_divisie,59,57,1,0,0,0,,2001
TOP Oss,Helmond Sport,4-2,https://www.besoccer.com/match/fc-oss/helmond-sport/200124136,2001,2,eerste_divisie,47,50,1,0,0,0,,2001
FC Volendam,SC Telstar,4-0,https://www.besoccer.com/match/fc-volendam/stormvogels-telstar/200124137,2001,2,eerste_divisie,54,46,0,0,2,0,,2001
Den Bosch,ADO Den Haag,1-0,https://www.besoccer.com/match/fc-den-bosch/ado-den-haag/200124138,2001,2,eerste_divisie,59,56,3,0,2,0,,2001
ADO Den Haag,Excelsior,2-3,https://www.besoccer.com/match/ado-den-haag/excelsior/200124139,2001,3,eerste_divisie,56,51,2,0,3,0,,2001
BV Veendam ,Cambuur,4-1,https://www.besoccer.com/match/veendam/sc-cambuur-leeuwarden/200124140,2001,3,eerste_divisie,49,59,3,0,2,0,,2001
SC Telstar,Go Ahead Eagles,2-0,https://www.besoccer.com/match/stormvogels-telstar/go-ahead-eagles/200124141,2001,3,eerste_divisie,46,52,1,0,1,0,,2001
VVV Venlo,Emmen,0-1,https://www.besoccer.com/match/vvv/emmen/200124142,2001,3,eerste_divisie,53,55,1,0,2,0,,2001
Heracles,Helmond Sport,3-2,https://www.besoccer.com/match/heracles/helmond-sport/200124143,2001,3,eerste_divisie,48,50,1,0,1,0,,2001
PEC Zwolle,HFC Haarlem ,5-0,https://www.besoccer.com/match/fc-zwolle/haarlem/200124144,2001,3,eerste_divisie,57,44,0,0,1,0,,2001
FC Eindhoven,Dordrecht,2-2,https://www.besoccer.com/match/fc-eindhoven/fc-dordrecht/200124145,2001,3,eerste_divisie,50,52,0,0,2,0,,2001
Den Bosch,TOP Oss,2-0,https://www.besoccer.com/match/fc-den-bosch/fc-oss/200124146,2001,3,eerste_divisie,59,47,1,1,3,1,,2001
MVV Maastricht,FC Volendam,1-0,https://www.besoccer.com/match/mvv/fc-volendam/200124147,2001,3,eerste_divisie,59,54,1,0,0,0,,2001
Emmen,ADO Den Haag,6-1,https://www.besoccer.com/match/emmen/ado-den-haag/200124148,2001,4,eerste_divisie,55,56,0,0,0,0,,2001
Cambuur,MVV Maastricht,0-0,https://www.besoccer.com/match/sc-cambuur-leeuwarden/mvv/200124149,2001,4,eerste_divisie,58,59,0,0,3,0,,2001
Helmond Sport,BV Veendam ,2-0,https://www.besoccer.com/match/helmond-sport/veendam/200124150,2001,4,eerste_divisie,50,49,0,0,0,0,,2001
TOP Oss,FC Eindhoven,3-3,https://www.besoccer.com/match/fc-oss/fc-eindhoven/200124151,2001,4,eerste_divisie,47,50,0,0,1,0,,2001
Dordrecht,VVV Venlo,1-4,https://www.besoccer.com/match/fc-dordrecht/vvv/200124152,2001,4,eerste_divisie,52,53,6,0,4,0,,2001
Go Ahead Eagles,Den Bosch,1-0,https://www.besoccer.com/match/go-ahead-eagles/fc-den-bosch/200124156,2001,4,eerste_divisie,52,60,4,0,1,0,,2001
