Home_Team,Away_Team,Result,Link,Season,Round,League,Elo_home,Elo_away,Home_Yellow,Home_Red,Away_Yellow,Away_Red,Referee,Year
FC Eindhoven,Emmen,3-0,https://www.besoccer.com/match/fc-eindhoven/emmen/20128280,2012,1,eerste_divisie,47,50,0,0,0,0,,2012
TOP Oss,Helmond Sport,3-1,https://www.besoccer.com/match/fc-oss/helmond-sport/20128281,2012,1,eerste_divisie,48,56,2,0,2,0,,2012
BV Veendam ,Willem II,1-3,https://www.besoccer.com/match/veendam/willem-ii/20128282,2012,1,eerste_divisie,51,55,0,0,2,0,,2012
Den Bosch,PEC Zwolle,2-2,https://www.besoccer.com/match/fc-den-bosch/fc-zwolle/20128283,2012,1,eerste_divisie,58,61,1,1,0,1,,2012
Go Ahead Eagles,SC Telstar,1-0,https://www.besoccer.com/match/go-ahead-eagles/stormvogels-telstar/20128284,2012,1,eerste_divisie,57,47,2,0,2,0,,2012
MVV Maastricht,Almere City,3-2,https://www.besoccer.com/match/mvv/almere-city/20128285,2012,1,eerste_divisie,54,38,1,0,3,0,,2012
Dordrecht,FC Volendam,0-0,https://www.besoccer.com/match/fc-dordrecht/fc-volendam/20128286,2012,1,eerste_divisie,54,57,2,0,1,0,,2012
Sparta Rotterdam,Fortuna Sittard,1-0,https://www.besoccer.com/match/sparta-rotterdam/fortuna-sittard/20128287,2012,1,eerste_divisie,56,44,3,0,7,0,,2012
AGOVV Apeldoorn,Cambuur,2-4,https://www.besoccer.com/match/agovv-apeldoorn/sc-cambuur-leeuwarden/20128288,2012,1,eerste_divisie,50,56,2,1,1,1,,2012
FC Volendam,MVV Maastricht,2-0,https://www.besoccer.com/match/fc-volendam/mvv/20128289,2012,2,eerste_divisie,57,54,2,0,2,0,,2012
Willem II,Go Ahead Eagles,1-1,https://www.besoccer.com/match/willem-ii/go-ahead-eagles/20128290,2012,2,eerste_divisie,55,57,1,0,5,0,,2012
Emmen,Dordrecht,1-1,https://www.besoccer.com/match/emmen/fc-dordrecht/20128291,2012,2,eerste_divisie,49,54,1,0,1,0,,2012
Almere City,BV Veendam ,3-0,https://www.besoccer.com/match/almere-city/veendam/20128292,2012,2,eerste_divisie,38,51,2,0,2,0,,2012
Fortuna Sittard,AGOVV Apeldoorn,5-1,https://www.besoccer.com/match/fortuna-sittard/agovv-apeldoorn/20128293,2012,2,eerste_divisie,44,50,1,0,2,0,,2012
Cambuur,FC Eindhoven,0-1,https://www.besoccer.com/match/sc-cambuur-leeuwarden/fc-eindhoven/20128294,2012,2,eerste_divisie,56,47,2,1,1,1,,2012
Helmond Sport,Sparta Rotterdam,3-2,https://www.besoccer.com/match/helmond-sport/sparta-rotterdam/20128295,2012,2,eerste_divisie,55,57,1,0,1,0,,2012
PEC Zwolle,TOP Oss,2-1,https://www.besoccer.com/match/fc-zwolle/fc-oss/20128296,2012,2,eerste_divisie,61,48,3,0,4,0,,2012
SC Telstar,Den Bosch,0-0,https://www.besoccer.com/match/stormvogels-telstar/fc-den-bosch/20128297,2012,2,eerste_divisie,47,58,2,0,0,0,,2012
AGOVV Apeldoorn,PEC Zwolle,0-4,https://www.besoccer.com/match/agovv-apeldoorn/fc-zwolle/20128298,2012,3,eerste_divisie,50,61,3,0,1,0,,2012
FC Eindhoven,SC Telstar,3-1,https://www.besoccer.com/match/fc-eindhoven/stormvogels-telstar/20128299,2012,3,eerste_divisie,47,47,1,0,2,0,,2012
Go Ahead Eagles,Helmond Sport,2-3,https://www.besoccer.com/match/go-ahead-eagles/helmond-sport/20128300,2012,3,eerste_divisie,57,55,2,1,5,1,,2012
Sparta Rotterdam,FC Volendam,0-0,https://www.besoccer.com/match/sparta-rotterdam/fc-volendam/20128301,2012,3,eerste_divisie,56,57,1,0,3,0,,2012
TOP Oss,Almere City,3-4,https://www.besoccer.com/match/fc-oss/almere-city/20128302,2012,3,eerste_divisie,48,38,6,0,1,0,,2012
