Home_Team,Away_Team,Result,Link,Season,Round,League,Elo_home,Elo_away,Home_Yellow,Home_Red,Away_Yellow,Away_Red,Referee,Year
MVV Maastricht,Dordrecht,1-1,https://www.besoccer.com/match/mvv/fc-dordrecht/200310366,2003,1,eerste_divisie,56,52,1,0,1,0,,2003
Emmen,Sparta Rotterdam,3-0,https://www.besoccer.com/match/emmen/sparta-rotterdam/200310367,2003,1,eerste_divisie,55,56,1,0,2,0,,2003
Helmond Sport,FC Volendam,5-1,https://www.besoccer.com/match/helmond-sport/fc-volendam/200310368,2003,1,eerste_divisie,50,55,1,0,1,0,,2003
Fortuna Sittard,FC Eindhoven,1-2,https://www.besoccer.com/match/fortuna-sittard/fc-eindhoven/200310369,2003,1,eerste_divisie,58,49,1,0,2,0,,2003
Cambuur,BV Veendam ,1-0,https://www.besoccer.com/match/sc-cambuur-leeuwarden/veendam/200310370,2003,1,eerste_divisie,58,49,1,0,0,0,,2003
SC Telstar,VVV Venlo,2-0,https://www.besoccer.com/match/stormvogels-telstar/vvv/200310371,2003,1,eerste_divisie,49,51,2,0,1,0,,2003
Heracles,HFC Haarlem ,7-0,https://www.besoccer.com/match/heracles/haarlem/200310372,2003,1,eerste_divisie,49,45,0,0,0,0,,2003
ADO Den Haag,Den Bosch,3-1,https://www.besoccer.com/match/ado-den-haag/fc-den-bosch/200310365,2003,1,eerste_divisie,56,59,1,0,1,0,,2003
TOP Oss,Go Ahead Eagles,1-2,https://www.besoccer.com/match/fc-oss/go-ahead-eagles/200310364,2003,1,eerste_divisie,43,52,0,0,3,0,,2003
FC Eindhoven,MVV Maastricht,1-1,https://www.besoccer.com/match/fc-eindhoven/mvv/200310357,2003,2,eerste_divisie,49,56,2,0,2,0,,2003
Dordrecht,ADO Den Haag,1-3,https://www.besoccer.com/match/fc-dordrecht/ado-den-haag/200310358,2003,2,eerste_divisie,52,56,4,0,2,0,,2003
Go Ahead Eagles,Helmond Sport,4-3,https://www.besoccer.com/match/go-ahead-eagles/helmond-sport/200310359,2003,2,eerste_divisie,52,51,1,0,3,0,,2003
VVV Venlo,Heracles,1-3,https://www.besoccer.com/match/vvv/heracles/200310360,2003,2,eerste_divisie,50,49,3,0,0,0,,2003
FC Volendam,Emmen,0-1,https://www.besoccer.com/match/fc-volendam/emmen/200310361,2003,2,eerste_divisie,55,55,0,0,3,0,,2003
BV Veendam ,TOP Oss,4-0,https://www.besoccer.com/match/veendam/fc-oss/200310362,2003,2,eerste_divisie,49,43,1,0,3,0,,2003
HFC Haarlem ,Cambuur,2-0,https://www.besoccer.com/match/haarlem/sc-cambuur-leeuwarden/200310363,2003,2,eerste_divisie,45,58,1,0,2,0,,2003
Sparta Rotterdam,Fortuna Sittard,4-0,https://www.besoccer.com/match/sparta-rotterdam/fortuna-sittard/200310356,2003,2,eerste_divisie,56,58,0,0,0,0,,2003
Den Bosch,SC Telstar,1-1,https://www.besoccer.com/match/fc-den-bosch/stormvogels-telstar/200310355,2003,2,eerste_divisie,59,49,1,0,2,0,,2003
Cambuur,VVV Venlo,4-1,https://www.besoccer.com/match/sc-cambuur-leeuwarden/vvv/200310347,2003,3,eerste_divisie,58,50,1,0,1,0,,2003
SC Telstar,Dordrecht,2-0,https://www.besoccer.com/match/stormvogels-telstar/fc-dordrecht/200310348,2003,3,eerste_divisie,49,52,1,0,1,0,,2003
MVV Maastricht,Fortuna Sittard,0-0,https://www.besoccer.com/match/mvv/fortuna-sittard/200310349,2003,3,eerste_divisie,56,58,2,0,3,0,,2003
Emmen,Go Ahead Eagles,4-3,https://www.besoccer.com/match/emmen/go-ahead-eagles/200310350,2003,3,eerste_divisie,55,52,3,0,1,0,,2003
Helmond Sport,BV Veendam ,0-2,https://www.besoccer.com/match/helmond-sport/veendam/200310351,2003,3,eerste_divisie,51,49,4,0,4,0,,2003
FC Volendam,Sparta Rotterdam,3-2,https://www.besoccer.com/match/fc-volendam/sparta-rotterdam/200310352,2003,3,eerste_divisie,55,56,2,0,3,0,,2003
ADO Den Haag,FC Eindhoven,1-0,https://www.besoccer.com/match/ado-den-haag/fc-eindhoven/200310353,2003,3,eerste_divisie,56,49,2,0,2,0,,2003
TOP Oss,HFC Haarlem ,2-0,https://www.besoccer.com/match/fc-oss/haarlem/200310354,2003,3,eerste_divisie,43,45,0,0,2,0,,2003
Heracles,Den Bosch,1-4,https://www.besoccer.com/match/heracles/fc-den-bosch/200310346,2003,3,eerste_divisie,49,59,1,0,2,0,,2003
BV Veendam ,Emmen,1-3,https://www.besoccer.com/match/veendam/emmen/200310338,2003,4,eerste_divisie,49,55,2,0,2,0,,2003
HFC Haarlem ,Helmond Sport,0-1,https://www.besoccer.com/match/haarlem/helmond-sport/200310339,2003,4,eerste_divisie,45,50,1,0,4,0,,2003
