Home_Team,Away_Team,Result,Link,Season,Round,League,Elo_home,Elo_away,Home_Yellow,Home_Red,Away_Yellow,Away_Red,Referee,Year
Cambuur,Jong Ajax,1-2,https://www.besoccer.com/match/sc-cambuur-leeuwarden/jong-ajax/2018412025,2018,1,eerste_divisie,61,55,2,1,3,1,,2018
FC Volendam,Helmond Sport,2-2,https://www.besoccer.com/match/fc-volendam/helmond-sport/2018412026,2018,1,eerste_divisie,57,52,2,0,2,0,,2018
RKC Waalwijk,Emmen,0-2,https://www.besoccer.com/match/rkc-waalwijk/emmen/2018412027,2018,1,eerste_divisie,53,52,1,0,0,0,,2018
MVV Maastricht,Go Ahead Eagles,4-3,https://www.besoccer.com/match/mvv/go-ahead-eagles/2018412028,2018,1,eerste_divisie,54,52,1,0,2,0,,2018
FC Eindhoven,SC Telstar,2-2,https://www.besoccer.com/match/fc-eindhoven/stormvogels-telstar/2018412029,2018,1,eerste_divisie,54,47,2,0,3,0,,2018
Den Bosch,Jong AZ,1-3,https://www.besoccer.com/match/fc-den-bosch/az-alkmaar-sub23/2018412030,2018,1,eerste_divisie,53,44,3,0,1,0,,2018
Fortuna Sittard,Dordrecht,5-1,https://www.besoccer.com/match/fortuna-sittard/fc-dordrecht/2018412031,2018,1,eerste_divisie,46,51,2,0,1,0,,2018
NEC Nijmegen,Almere City,3-1,https://www.besoccer.com/match/nec/almere-city/2018412032,2018,1,eerste_divisie,61,48,1,0,1,0,,2018
Jong Utrecht,TOP Oss,0-3,https://www.besoccer.com/match/jong-utrecht/fc-oss/2018412033,2018,1,eerste_divisie,51,45,2,0,1,0,,2018
Jong PSV,De Graafschap,2-2,https://www.besoccer.com/match/jong-psv/graafschap/2018412034,2018,1,eerste_divisie,54,56,1,0,2,0,,2018
Dordrecht,Jong Utrecht,2-1,https://www.besoccer.com/match/fc-dordrecht/jong-utrecht/2018412035,2018,2,eerste_divisie,51,51,1,0,3,0,,2018
Go Ahead Eagles,NEC Nijmegen,1-1,https://www.besoccer.com/match/go-ahead-eagles/nec/2018412036,2018,2,eerste_divisie,52,61,2,0,3,0,,2018
De Graafschap,Cambuur,2-0,https://www.besoccer.com/match/graafschap/sc-cambuur-leeuwarden/2018412037,2018,2,eerste_divisie,56,61,2,0,2,0,,2018
Jong Ajax,Fortuna Sittard,4-2,https://www.besoccer.com/match/jong-ajax/fortuna-sittard/2018412038,2018,2,eerste_divisie,55,46,0,0,0,0,,2018
TOP Oss,FC Volendam,1-0,https://www.besoccer.com/match/fc-oss/fc-volendam/2018412039,2018,2,eerste_divisie,45,57,3,0,2,0,,2018
Almere City,Den Bosch,1-1,https://www.besoccer.com/match/almere-city/fc-den-bosch/2018412040,2018,2,eerste_divisie,48,53,0,0,1,0,,2018
SC Telstar,MVV Maastricht,0-0,https://www.besoccer.com/match/stormvogels-telstar/mvv/2018412041,2018,2,eerste_divisie,47,54,3,0,3,0,,2018
Helmond Sport,Jong PSV,1-2,https://www.besoccer.com/match/helmond-sport/jong-psv/2018412042,2018,2,eerste_divisie,52,54,2,0,2,0,,2018
Emmen,FC Eindhoven,1-1,https://www.besoccer.com/match/emmen/fc-eindhoven/2018412043,2018,2,eerste_divisie,52,54,1,0,1,0,,2018
Jong AZ,RKC Waalwijk,2-1,https://www.besoccer.com/match/az-alkmaar-sub23/rkc-waalwijk/2018412044,2018,2,eerste_divisie,44,53,1,0,3,0,,2018
Jong Utrecht,Jong AZ,1-0,https://www.besoccer.com/match/jong-utrecht/az-alkmaar-sub23/2018412045,2018,3,eerste_divisie,51,44,1,0,2,0,,2018
Dordrecht,Emmen,2-2,https://www.besoccer.com/match/fc-dordrecht/emmen/2018412046,2018,3,eerste_divisie,51,52,2,0,1,0,,2018
