Home_Team,Away_Team,Result,Link,Season,Round,League,Elo_home,Elo_away,Home_Yellow,Home_Red,Away_Yellow,Away_Red,Referee,Year
Dordrecht,FC Eindhoven,3-1,https://www.besoccer.com/match/fc-dordrecht/fc-eindhoven/20163163,2016,1,eerste_divisie,55,52,2,0,0,0,,2016
NAC Breda,FC Volendam,1-4,https://www.besoccer.com/match/nac-breda/fc-volendam/20163164,2016,1,eerste_divisie,56,57,2,1,2,1,,2016
Achilles 29,Jong Ajax,2-1,https://www.besoccer.com/match/achilles-29/jong-ajax/20163165,2016,1,eerste_divisie,46,51,2,0,2,0,,2016
Den Bosch,Fortuna Sittard,2-2,https://www.besoccer.com/match/fc-den-bosch/fortuna-sittard/20163166,2016,1,eerste_divisie,54,46,1,0,2,0,,2016
TOP Oss,Emmen,0-3,https://www.besoccer.com/match/fc-oss/emmen/20163167,2016,1,eerste_divisie,47,50,0,1,0,1,,2016
Almere City,VVV Venlo,3-3,https://www.besoccer.com/match/almere-city/vvv/20163168,2016,1,eerste_divisie,42,55,3,0,1,0,,2016
Helmond Sport,MVV Maastricht,1-0,https://www.besoccer.com/match/helmond-sport/mvv/20163169,2016,1,eerste_divisie,53,53,1,0,4,0,,2016
Jong PSV,Go Ahead Eagles,1-0,https://www.besoccer.com/match/jong-psv/go-ahead-eagles/20163170,2016,1,eerste_divisie,52,52,2,0,0,0,,2016
SC Telstar,RKC Waalwijk,1-1,https://www.besoccer.com/match/stormvogels-telstar/rkc-waalwijk/20163171,2016,1,eerste_divisie,45,55,2,1,1,1,,2016
RKC Waalwijk,Sparta Rotterdam,1-1,https://www.besoccer.com/match/rkc-waalwijk/sparta-rotterdam/20163172,2016,2,eerste_divisie,55,57,1,0,1,0,,2016
MVV Maastricht,Jong PSV,2-3,https://www.besoccer.com/match/mvv/jong-psv/20163173,2016,2,eerste_divisie,53,52,1,0,1,0,,2016
FC Eindhoven,NAC Breda,2-1,https://www.besoccer.com/match/fc-eindhoven/nac-breda/20163174,2016,2,eerste_divisie,52,56,1,0,0,0,,2016
Fortuna Sittard,Achilles 29,2-4,https://www.besoccer.com/match/fortuna-sittard/achilles-29/20163175,2016,2,eerste_divisie,46,46,3,0,3,0,,2016
VVV Venlo,TOP Oss,1-2,https://www.besoccer.com/match/vvv/fc-oss/20163176,2016,2,eerste_divisie,55,46,0,1,2,1,,2016
