Home_Team,Away_Team,Result,Link,Season,Round,League,Elo_home,Elo_away,Home_Yellow,Home_Red,Away_Yellow,Away_Red,Referee,Year
PEC Zwolle,FC Volendam,1-1,https://www.besoccer.com/match/fc-zwolle/fc-volendam/2006103941,2006,1,eerste_divisie,50,50,3,0,3,0,,2006
Cambuur,Excelsior,0-1,https://www.besoccer.com/match/sc-cambuur-leeuwarden/excelsior/2006103942,2006,1,eerste_divisie,50,50,1,0,1,0,,2006
Helmond Sport,FC Eindhoven,3-1,https://www.besoccer.com/match/helmond-sport/fc-eindhoven/2006103943,2006,1,eerste_divisie,50,50,3,0,4,0,,2006
Fortuna Sittard,Go Ahead Eagles,3-2,https://www.besoccer.com/match/fortuna-sittard/go-ahead-eagles/2006103944,2006,1,eerste_divisie,50,50,1,0,1,0,,2006
TOP Oss,Dordrecht,1-2,https://www.besoccer.com/match/fc-oss/fc-dordrecht/2006103945,2006,1,eerste_divisie,50,50,2,0,0,0,,2006
MVV Maastricht,AGOVV Apeldoorn,2-2,https://www.besoccer.com/match/mvv/agovv-apeldoorn/2006103946,2006,1,eerste_divisie,50,50,0,0,0,0,,2006
Emmen,Den Bosch,3-1,https://www.besoccer.com/match/emmen/fc-den-bosch/2006103947,2006,1,eerste_divisie,50,50,1,1,2,1,,2006
VVV Venlo,SC Telstar,1-0,https://www.besoccer.com/match/vvv/stormvogels-telstar/2006103948,2006,1,eerste_divisie,50,50,1,0,4,0,,2006
HFC Haarlem ,De Graafschap,3-0,https://www.besoccer.com/match/haarlem/graafschap/2006103949,2006,1,eerste_divisie,50,50,3,0,4,0,,2006
FC Omniworld,BV Veendam ,1-2,https://www.besoccer.com/match/omniworld/veendam/2006103950,2006,1,eerste_divisie,50,50,2,0,3,0,,2006
SC Telstar,Fortuna Sittard,2-2,https://www.besoccer.com/match/stormvogels-telstar/fortuna-sittard/2006103951,2006,2,eerste_divisie,50,50,2,0,3,0,,2006
AGOVV Apeldoorn,VVV Venlo,0-2,https://www.besoccer.com/match/agovv-apeldoorn/vvv/2006103952,2006,2,eerste_divisie,50,50,3,1,2,1,,2006
BV Veendam ,TOP Oss,0-0,https://www.besoccer.com/match/veendam/fc-oss/2006103953,2006,2,eerste_divisie,50,50,1,0,1,0,,2006
De Graafschap,MVV Maastricht,0-2,https://www.besoccer.com/match/graafschap/mvv/2006103954,2006,2,eerste_divisie,50,50,2,0,1,0,,2006
Excelsior,Emmen,3-0,https://www.besoccer.com/match/excelsior/emmen/2006103955,2006,2,eerste_divisie,50,50,4,0,2,0,,2006
Den Bosch,Helmond Sport,1-0,https://www.besoccer.com/match/fc-den-bosch/helmond-sport/2006103956,2006,2,eerste_divisie,50,50,2,0,4,0,,2006
FC Eindhoven,FC Omniworld,2-0,https://www.besoccer.com/match/fc-eindhoven/omniworld/2006103957,2006,2,eerste_divisie,50,50,1,0,1,0,,2006
FC Volendam,HFC Haarlem ,5-0,https://www.besoccer.com/match/fc-volendam/haarlem/2006103958,2006,2,eerste_divisie,50,50,1,0,1,0,,2006
Go Ahead Eagles,Cambuur,2-2,https://www.besoccer.com/match/go-ahead-eagles/sc-cambuur-leeuwarden/2006103959,2006,2,eerste_divisie,50,50,1,0,3,0,,2006
Dordrecht,PEC Zwolle,2-2,https://www.besoccer.com/match/fc-dordrecht/fc-zwolle/2006103960,2006,2,eerste_divisie,50,50,1,0,0,0,,2006
TOP Oss,FC Eindhoven,2-1,https://www.besoccer.com/match/fc-oss/fc-eindhoven/2006103961,2006,3,eerste_divisie,50,50,1,1,0,1,,2006
De Graafschap,AGOVV Apeldoorn,3-0,https://www.besoccer.com/match/graafschap/agovv-apeldoorn/2006103962,2006,3,eerste_divisie,50,50,3,0,2,0,,2006
Emmen,Go Ahead Eagles,2-2,https://www.besoccer.com/match/emmen/go-ahead-eagles/2006103963,2006,3,eerste_divisie,50,50,6,0,2,0,,2006
FC Omniworld,Den Bosch,2-3,https://www.besoccer.com/match/omniworld/fc-den-bosch/2006103964,2006,3,eerste_divisie,50,50,4,0,3,0,,2006
PEC Zwolle,BV Veendam ,2-1,https://www.besoccer.com/match/fc-zwolle/veendam/2006103965,2006,3,eerste_divisie,50,50,2,0,3,0,,2006
Fortuna Sittard,VVV Venlo,0-2,https://www.besoccer.com/match/fortuna-sittard/vvv/2006103966,2006,3,eerste_divisie,50,50,1,0,0,0,,2006
HFC Haarlem ,Dordrecht,2-3,https://www.besoccer.com/match/haarlem/fc-dordrecht/2006103967,2006,3,eerste_divisie,50,50,0,0,0,0,,2006
MVV Maastricht,FC Volendam,0-2,https://www.besoccer.com/match/mvv/fc-volendam/2006103968,2006,3,eerste_divisie,50,50,1,0,2,0,,2006
