Home_Team,Away_Team,Result,Link,Season,Round,League,Elo_home,Elo_away,Home_Yellow,Home_Red,Away_Yellow,Away_Red,Referee,Year
Emmen,FC Volendam,4-0,https://www.besoccer.com/match/emmen/fc-volendam/199944390,1999,1,eerste_divisie,50,50,0,0,0,0,,1999
TOP Oss,Helmond Sport,2-1,https://www.besoccer.com/match/fc-oss/helmond-sport/199944391,1999,1,eerste_divisie,50,50,0,0,0,0,,1999
Groningen,RBC Roosendaal,6-0,https://www.besoccer.com/match/fc-groningen/rbc/199944392,1999,1,eerste_divisie,50,50,1,0,3,0,,1999
VVV Venlo,ADO Den Haag,2-0,https://www.besoccer.com/match/vvv/ado-den-haag/199944393,1999,1,eerste_divisie,50,50,0,0,0,0,,1999
Den Bosch,FC Eindhoven,0-1,https://www.besoccer.com/match/fc-den-bosch/fc-eindhoven/199944394,1999,1,eerste_divisie,50,50,0,0,0,0,,1999
HFC Haarlem ,Dordrecht,0-4,https://www.besoccer.com/match/haarlem/fc-dordrecht/199944395,1999,1,eerste_divisie,50,50,0,0,0,0,,1999
PEC Zwolle,BV Veendam ,0-3,https://www.besoccer.com/match/fc-zwolle/veendam/199944396,1999,1,eerste_divisie,50,50,2,0,1,0,,1999
Heracles,Excelsior,1-2,https://www.besoccer.com/match/heracles/excelsior/199944397,1999,1,eerste_divisie,50,50,0,0,0,0,,1999
SC Telstar,Go Ahead Eagles,2-3,https://www.besoccer.com/match/stormvogels-telstar/go-ahead-eagles/199944398,1999,1,eerste_divisie,50,50,0,0,0,0,,1999
ADO Den Haag,SC Telstar,2-2,https://www.besoccer.com/match/ado-den-haag/stormvogels-telstar/199944399,1999,2,eerste_divisie,50,50,0,0,0,0,,1999
HFC Haarlem ,Groningen,2-3,https://www.besoccer.com/match/haarlem/fc-groningen/199944400,1999,2,eerste_divisie,50,50,0,0,0,0,,1999
BV Veendam ,Dordrecht,1-1,https://www.besoccer.com/match/veendam/fc-dordrecht/199944401,1999,2,eerste_divisie,50,50,0,0,0,0,,1999
Den Bosch,PEC Zwolle,0-0,https://www.besoccer.com/match/fc-den-bosch/fc-zwolle/199944402,1999,2,eerste_divisie,50,50,0,0,0,0,,1999
